Table 1
Category,OED Code,AIR code,Name,Description,Code Range,Broad Category,,,,
Construction,5960,260,"Miscellaneous, Marine Hull","Marine hull insurance covers the hull and machinery of a vessel. Specific ports or docks include loading or unloading (port risk), under construction (builders risk), and repair (repairing risk).",5950 - 5999,Miscellaneous,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (5960, 'Miscellaneous, Marine Hull', 'Marine hull insurance covers the hull and machinery of a vessel. Specific ports or docks include loading or unloading (port risk), under construction (builders risk), and repair (repairing risk).', '5950 - 5999', 'Miscellaneous', '260')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (5960, 'Miscellaneous, Marine Hull', 'Marine hull insurance covers the hull and machinery of a vessel. Specific ports or docks include loading or unloading (port risk), under construction (builders risk), and repair (repairing risk).', '5950 - 5999', 'Miscellaneous')",,
Construction,6000,276,"Marine Cargo, Unknown / General",General / unknown marine cargo code.,6000,Marine Cargo Unknown,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6000, 'Marine Cargo, Unknown / General', 'General / unknown marine cargo code.', '6000', 'Marine Cargo Unknown', '276')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6000, 'Marine Cargo, Unknown / General', 'General / unknown marine cargo code.', '6000', 'Marine Cargo Unknown')",,
Construction,6051,270,"Marine Cargo, Carpool",Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).,6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6051, 'Marine Cargo, Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6051 - 6099', 'Marine Cargo General', '270')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6051, 'Marine Cargo, Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6051 - 6099', 'Marine Cargo General')",,
Construction,6052,271,"Marine Cargo, General and Containerized Cargo","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.",6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6052, 'Marine Cargo, General and Containerized Cargo', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6051 - 6099', 'Marine Cargo General', '271')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6052, 'Marine Cargo, General and Containerized Cargo', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6051 - 6099', 'Marine Cargo General')",,
Construction,6053,272,"Marine Cargo, Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges and dockships. Heavy cargo is sometimes containerized.",6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6053, 'Marine Cargo, Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges and dockships. Heavy cargo is sometimes containerized.', '6051 - 6099', 'Marine Cargo General', '272')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6053, 'Marine Cargo, Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges and dockships. Heavy cargo is sometimes containerized.', '6051 - 6099', 'Marine Cargo General')",,
Construction,6054,273,"Marine Cargo, Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.",6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6054, 'Marine Cargo, Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6051 - 6099', 'Marine Cargo General', '273')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6054, 'Marine Cargo, Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6051 - 6099', 'Marine Cargo General')",,
Construction,6055,274,"Marine Cargo, Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.",6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6055, 'Marine Cargo, Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6051 - 6099', 'Marine Cargo General', '274')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6055, 'Marine Cargo, Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6051 - 6099', 'Marine Cargo General')",,
Construction,6056,275,"Marine Cargo, Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.",6051 - 6099,Marine Cargo General,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6056, 'Marine Cargo, Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6051 - 6099', 'Marine Cargo General', '275')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6056, 'Marine Cargo, Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6051 - 6099', 'Marine Cargo General')",,
Construction,6100,286,"Marine Cargo, Combustible: Unknown Cargo","Unknown marine cargo, Combustible.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6100, 'Marine Cargo, Combustible: Unknown Cargo', 'Unknown marine cargo, Combustible.', '6100 - 6149', 'Marine Cargo', '286')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6100, 'Marine Cargo, Combustible: Unknown Cargo', 'Unknown marine cargo, Combustible.', '6100 - 6149', 'Marine Cargo')",,
Construction,6101,280,"Marine Cargo, Combustible: Carpool",Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).,6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6101, 'Marine Cargo, Combustible: Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6100 - 6149', 'Marine Cargo', '280')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6101, 'Marine Cargo, Combustible: Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6100 - 6149', 'Marine Cargo')",,
Construction,6102,281,"Marine Cargo, Combustible: General and Containerized","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6102, 'Marine Cargo, Combustible: General and Containerized', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6100 - 6149', 'Marine Cargo', '281')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6102, 'Marine Cargo, Combustible: General and Containerized', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6100 - 6149', 'Marine Cargo')",,
Construction,6103,282,"Marine Cargo, Combustible: Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6103, 'Marine Cargo, Combustible: Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.', '6100 - 6149', 'Marine Cargo', '282')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6103, 'Marine Cargo, Combustible: Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.', '6100 - 6149', 'Marine Cargo')",,
Construction,6104,283,"Marine Cargo, Combustible: Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6104, 'Marine Cargo, Combustible: Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6100 - 6149', 'Marine Cargo', '283')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6104, 'Marine Cargo, Combustible: Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6100 - 6149', 'Marine Cargo')",,
Construction,6105,284,"Marine Cargo, Combustible: Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6105, 'Marine Cargo, Combustible: Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6100 - 6149', 'Marine Cargo', '284')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6105, 'Marine Cargo, Combustible: Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6100 - 6149', 'Marine Cargo')",,
Construction,6106,285,"Marine Cargo, Combustible: Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.",6100 - 6149,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6106, 'Marine Cargo, Combustible: Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6100 - 6149', 'Marine Cargo', '285')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6106, 'Marine Cargo, Combustible: Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6100 - 6149', 'Marine Cargo')",,
Construction,6150,296,"Marine Cargo, Non-Combustible: Unknown Cargo","Unknown marine cargo, Non-Combustible.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6150, 'Marine Cargo, Non-Combustible: Unknown Cargo', 'Unknown marine cargo, Non-Combustible.', '6150 - 6199', 'Marine Cargo', '296')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6150, 'Marine Cargo, Non-Combustible: Unknown Cargo', 'Unknown marine cargo, Non-Combustible.', '6150 - 6199', 'Marine Cargo')",,
Construction,6151,290,"Marine Cargo, Non-Combustible: Carpool",Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).,6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6151, 'Marine Cargo, Non-Combustible: Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6150 - 6199', 'Marine Cargo', '290')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6151, 'Marine Cargo, Non-Combustible: Carpool', 'Open areas close to harbors where thousands of cars are gridded before being shipped on Personal Car Carriers (PCCs).', '6150 - 6199', 'Marine Cargo')",,
Construction,6152,291,"Marine Cargo, Non-Combustible: General and Container","Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6152, 'Marine Cargo, Non-Combustible: General and Container', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6150 - 6199', 'Marine Cargo', '291')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6152, 'Marine Cargo, Non-Combustible: General and Container', 'Cubicles 8 feet in width, 8.5 feet in height, and 20 or 40 feet in length in which commodities are packed. Cubicles are usually stacked on ships, trains, or airplanes for long-distance transportation.', '6150 - 6199', 'Marine Cargo')",,
Construction,6153,292,"Marine Cargo, Non-Combustible: Heavy Cargo","Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6153, 'Marine Cargo, Non-Combustible: Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.', '6150 - 6199', 'Marine Cargo', '292')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6153, 'Marine Cargo, Non-Combustible: Heavy Cargo', 'Heavy cargos are usually heavy machinery that cannot be fit into a standard container, such as jack-up and semi-submersible rigs, dredging equipment, luxury yachts, offshore production modules and sub-sea structures, construction machinery, container cranes and harbor equipment, and complete factories. Vessels used for this type of cargo are usually semi-submersible heavy lift ships, conventional heavy lift ships, tow barges, and dockships. Heavy cargo is sometimes containerized.', '6150 - 6199', 'Marine Cargo')",,
Construction,6154,293,"Marine Cargo, Non-Combustible: Refrigerated Cargo","Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6154, 'Marine Cargo, Non-Combustible: Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6150 - 6199', 'Marine Cargo', '293')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6154, 'Marine Cargo, Non-Combustible: Refrigerated Cargo', 'Refrigerated cargo is similar to general containerized cargo, but with additional cooling equipment to keep commodities fresh. Commodities are commonly fruits and frozen goods. This type of containerized cargo requires an external source of power to maintain a temperature-controlled environment.', '6150 - 6199', 'Marine Cargo')",,
Construction,6155,294,"Marine Cargo, Non-Combustible: Dry Bulk Cargo","Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6155, 'Marine Cargo, Non-Combustible: Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6150 - 6199', 'Marine Cargo', '294')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6155, 'Marine Cargo, Non-Combustible: Dry Bulk Cargo', 'Dry bulk cargo refers to bare solid materials, such as coal, metal ore, lumber, and grains.', '6150 - 6199', 'Marine Cargo')",,
Construction,6156,295,"Marine Cargo, Non-Combustible: Liquid Bulk Cargo","Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.",6150 - 6199,Marine Cargo,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (6156, 'Marine Cargo, Non-Combustible: Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6150 - 6199', 'Marine Cargo', '295')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (6156, 'Marine Cargo, Non-Combustible: Liquid Bulk Cargo', 'Liquid bulk cargo refers to bare liquid material, such as oil, liquefied natural gas, and liquid chemicals. Liquid bulk cargo is generally stored in tank farms on shore.', '6150 - 6199', 'Marine Cargo')",,
Construction,7000,258; 800,"Offshore, Unknown",A structure that is anchored to the ground under the ocean. Platform construction class is unknown.,7000,Offshore Unknown,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7000, 'Offshore, Unknown', 'A structure that is anchored to the ground under the ocean. Platform construction class is unknown.', '7000', 'Offshore Unknown', '258; 800')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7000, 'Offshore, Unknown', 'A structure that is anchored to the ground under the ocean. Platform construction class is unknown.', '7000', 'Offshore Unknown')",,
Construction,7001,801,"Offshore, Caisson","Caisson platforms use large diameter caissons to support a single well completion with a minimal deck. The deck is capable of supporting limited production, control equipment, and navigational aids. Caisson platform completions are limited to water depths of 100 feet or less.",7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7001, 'Offshore, Caisson', 'Caisson platforms use large diameter caissons to support a single well completion with a minimal deck. The deck is capable of supporting limited production, control equipment, and navigational aids. Caisson platform completions are limited to water depths of 100 feet or less.', '7001 - 7999', 'Offshore', '801')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7001, 'Offshore, Caisson', 'Caisson platforms use large diameter caissons to support a single well completion with a minimal deck. The deck is capable of supporting limited production, control equipment, and navigational aids. Caisson platform completions are limited to water depths of 100 feet or less.', '7001 - 7999', 'Offshore')",,
Construction,7002,802,"Offshore, Compliant Tower","Compliant Towers consist of narrow, flexible towers and piled foundations that can support a conventional deck for drilling and production operations. Unlike fixed platforms, Compliant Towers withstand large lateral forces by sustaining significant lateral deflections and are usually used in water depths between 1,000 and 2,000 feet.",7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7002, 'Offshore, Compliant Tower', 'Compliant Towers consist of narrow, flexible towers and piled foundations that can support a conventional deck for drilling and production operations. Unlike fixed platforms, Compliant Towers withstand large lateral forces by sustaining significant lateral deflections and are usually used in water depths between 1,000 and 2,000 feet.', '7001 - 7999', 'Offshore', '802')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7002, 'Offshore, Compliant Tower', 'Compliant Towers consist of narrow, flexible towers and piled foundations that can support a conventional deck for drilling and production operations. Unlike fixed platforms, Compliant Towers withstand large lateral forces by sustaining significant lateral deflections and are usually used in water depths between 1,000 and 2,000 feet.', '7001 - 7999', 'Offshore')",,
Construction,7003,803,"Offshore, Fixed Jacket Platform","Fixed platforms consist of jackets (a tall vertical section made of tubular steel members supported by piles driven into the seabed) with a deck placed on top, providing space for crew quarters, a drilling rig, and production facilities. Fixed platforms are economically feasible for installation in water depths up to 1,500 feet.",7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7003, 'Offshore, Fixed Jacket Platform', 'Fixed platforms consist of jackets (a tall vertical section made of tubular steel members supported by piles driven into the seabed) with a deck placed on top, providing space for crew quarters, a drilling rig, and production facilities. Fixed platforms are economically feasible for installation in water depths up to 1,500 feet.', '7001 - 7999', 'Offshore', '803')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7003, 'Offshore, Fixed Jacket Platform', 'Fixed platforms consist of jackets (a tall vertical section made of tubular steel members supported by piles driven into the seabed) with a deck placed on top, providing space for crew quarters, a drilling rig, and production facilities. Fixed platforms are economically feasible for installation in water depths up to 1,500 feet.', '7001 - 7999', 'Offshore')",,
Construction,7004,804,"Offshore, Jack-up","Jackups are platforms that can be jacked up above the sea using legs that can be lowered like jacks. These platforms, used in relatively low depths, are designed to move from place to place and then anchor themselves by deploying the jack-like legs.",7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7004, 'Offshore, Jack-up', 'Jackups are platforms that can be jacked up above the sea using legs that can be lowered like jacks. These platforms, used in relatively low depths, are designed to move from place to place and then anchor themselves by deploying the jack-like legs.', '7001 - 7999', 'Offshore', '804')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7004, 'Offshore, Jack-up', 'Jackups are platforms that can be jacked up above the sea using legs that can be lowered like jacks. These platforms, used in relatively low depths, are designed to move from place to place and then anchor themselves by deploying the jack-like legs.', '7001 - 7999', 'Offshore')",,
Construction,7005,805,"Offshore, Mini Tension Leg Platform","Mini Tension Leg Platforms (MTLP) are floating platforms of relatively low cost developed for production of smaller deepwater reserves that would be uneconomic to produce using more conventional deepwater production systems. They can also be used as a utility, satellite, or early production platform for larger deepwater discoveries.",7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7005, 'Offshore, Mini Tension Leg Platform', 'Mini Tension Leg Platforms (MTLP) are floating platforms of relatively low cost developed for production of smaller deepwater reserves that would be uneconomic to produce using more conventional deepwater production systems. They can also be used as a utility, satellite, or early production platform for larger deepwater discoveries.', '7001 - 7999', 'Offshore', '805')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7005, 'Offshore, Mini Tension Leg Platform', 'Mini Tension Leg Platforms (MTLP) are floating platforms of relatively low cost developed for production of smaller deepwater reserves that would be uneconomic to produce using more conventional deepwater production systems. They can also be used as a utility, satellite, or early production platform for larger deepwater discoveries.', '7001 - 7999', 'Offshore')",,
Construction,7006,806,"Offshore, Drill Rig",Drill rig.,7001 - 7999,Offshore,"INSERT INTO xConstruction_upd (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName, AIRcode) VALUES (7006, 'Offshore, Drill Rig', 'Drill rig.', '7001 - 7999', 'Offshore', '806')","INSERT INTO xConstruction (Code, ConstructionName, ConstructionDescription, CodeRange, CategoryName) VALUES (7006, 'Offshore, Drill Rig', 'Drill rig.', '7001 - 7999', 'Offshore')",,
